epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,65.7218,1.29556,5.47332,0.71545,0.97036,1.13297,0.92216,1,0.995,0.39717,0,0,0,0,2.00041,7.75189,0.67322,2.50795,1.27472,0.000231696,0.000231696,0.000231696
20,68.6124,1.22232,5.49137,0.70042,0.79994,1.04756,0.92216,1,0.995,0.39717,0,0,0,0,2.00041,7.75189,0.67322,2.50795,1.27472,0.000237044,0.000237044,0.000237044
21,71.5773,1.11979,5.53794,0.72898,0.84477,1.03745,0.91512,1,0.995,0.49667,0,0,0,0,1.67676,7.57487,0.66756,2.20665,1.15894,0.0002416,0.0002416,0.0002416
22,74.3154,1.1276,5.77447,0.70561,0.92005,1.05026,0.91512,1,0.995,0.49667,0,0,0,0,1.67676,7.57487,0.66756,2.20665,1.15894,0.000245364,0.000245364,0.000245364
23,77.2749,1.15956,5.30172,0.67346,0.81535,1.01444,0.66433,1,0.995,0.54667,0,0,0,0,1.62422,7.36865,0.66628,1.97703,1.15194,0.000248336,0.000248336,0.000248336
24,80.0208,1.13953,4.8029,0.73742,0.77118,1.13441,0.66433,1,0.995,0.54667,0,0,0,0,1.62422,7.36865,0.66628,1.97703,1.15194,0.000250516,0.000250516,0.000250516
25,82.9644,1.03643,4.86799,0.70443,0.79647,1.08457,0.84887,1,0.995,0.54674,0,0,0,0,1.70206,7.27377,0.66053,1.25397,1.18843,0.000251904,0.000251904,0.000251904
26,85.6781,1.03382,4.91398,0.67146,0.76186,1.10198,0.84887,1,0.995,0.54674,0,0,0,0,1.70206,7.27377,0.66053,1.25397,1.18843,0.0002525,0.0002525,0.0002525
27,88.9634,1.09601,6.13165,0.78625,0.80058,1.25942,0.93908,1,0.995,0.54711,0,0,0,0,1.76936,7.14967,0.65477,0.93357,1.23171,0.000252304,0.000252304,0.000252304
28,92.4767,1.27874,4.74206,0.66514,0.78061,1.07793,0.93908,1,0.995,0.54711,0,0,0,0,1.76936,7.14967,0.65477,0.93357,1.23171,0.000251316,0.000251316,0.000251316
29,95.9901,1.21431,4.87644,0.77944,0.70213,1.09872,0.98154,1,0.995,0.59677,0,0,0,0,1.67146,7.08768,0.64675,0.9103,1.23723,0.000249536,0.000249536,0.000249536
30,99.1719,1.09006,4.6676,0.7193,0.70696,1.13898,0.98154,1,0.995,0.59677,0,0,0,0,1.67146,7.08768,0.64675,0.9103,1.23723,0.000246964,0.000246964,0.000246964
31,102.393,1.14939,4.82547,0.70384,0.7582,1.11239,0.98155,1,0.995,0.59668,0,0,0,0,1.77466,7.07183,0.63882,0.92498,1.28672,0.0002436,0.0002436,0.0002436
32,105.753,0.99699,5.14112,0.66417,0.68379,1.0528,0.98155,1,0.995,0.59668,0,0,0,0,1.77466,7.07183,0.63882,0.92498,1.28672,0.000239444,0.000239444,0.000239444
33,108.665,1.01864,5.13929,0.69325,0.76334,1.02691,0.98193,1,0.995,0.59682,0,0,0,0,1.74582,7.0194,0.63445,1.01428,1.28393,0.000234496,0.000234496,0.000234496
34,111.451,1.10392,4.62132,0.68509,0.74798,1.01865,0.98193,1,0.995,0.59682,0,0,0,0,1.74582,7.0194,0.63445,1.01428,1.28393,0.000228756,0.000228756,0.000228756
35,114.142,0.99556,4.81848,0.74619,0.68031,1.12468,0.98192,1,0.995,0.64675,0,0,0,0,1.59476,6.89745,0.63047,0.91459,1.20666,0.000222224,0.000222224,0.000222224
36,117.143,1.00811,4.65369,0.7,0.59063,0.98309,0.98192,1,0.995,0.64675,0,0,0,0,1.59476,6.89745,0.63047,0.91459,1.20666,0.0002149,0.0002149,0.0002149
37,119.837,1.04257,4.44015,0.71874,0.64889,1.11864,0.98177,1,0.995,0.64684,0,0,0,0,1.6643,6.84727,0.62745,0.90892,1.17768,0.000206784,0.000206784,0.000206784
38,122.228,1.01933,5.37727,0.73713,0.70715,1.08061,0.98177,1,0.995,0.64684,0,0,0,0,1.6643,6.84727,0.62745,0.90892,1.17768,0.000197876,0.000197876,0.000197876
39,124.763,0.93484,4.18137,0.64965,0.57178,0.99444,0.98181,1,0.995,0.64694,0,0,0,0,1.68331,6.83847,0.62592,0.89337,1.18546,0.000188176,0.000188176,0.000188176
40,127.149,1.10877,4.10476,0.65763,0.65769,1.06686,0.98181,1,0.995,0.64694,0,0,0,0,1.68331,6.83847,0.62592,0.89337,1.18546,0.000177684,0.000177684,0.000177684
41,129.739,1.00056,4.4221,0.68982,0.70909,1.10558,0.98153,1,0.995,0.59721,0,0,0,0,1.68888,6.73614,0.6239,0.81191,1.17542,0.0001664,0.0001664,0.0001664
42,132.202,0.97155,4.34389,0.69398,0.61882,1.03699,0.98153,1,0.995,0.59721,0,0,0,0,1.68888,6.73614,0.6239,0.81191,1.17542,0.000154324,0.000154324,0.000154324
43,135.287,0.94703,4.26918,0.69361,0.66525,1.04115,0.98107,1,0.995,0.54784,0,0,0,0,1.80668,6.5855,0.62089,0.88976,1.18884,0.000141456,0.000141456,0.000141456
44,137.913,0.86372,4.07106,0.6871,0.66956,0.89308,0.98107,1,0.995,0.54784,0,0,0,0,1.80668,6.5855,0.62089,0.88976,1.18884,0.000127796,0.000127796,0.000127796
45,140.325,0.90915,4.18864,0.66143,0.61007,0.96469,0.98087,1,0.995,0.49835,0,0,0,0,2.05243,6.45697,0.61851,0.95702,1.23203,0.000113344,0.000113344,0.000113344
46,142.78,1.16924,4.56797,0.71024,0.80416,1.38119,0.98087,1,0.995,0.49835,0,0,0,0,2.05243,6.45697,0.61851,0.95702,1.23203,9.81e-05,9.81e-05,9.81e-05
47,145.697,0.93845,4.12065,0.71926,0.65502,1.02323,0.98102,1,0.995,0.44853,0,0,0,0,2.15771,6.32957,0.61703,0.99228,1.25,8.2064e-05,8.2064e-05,8.2064e-05
48,148.057,0.92881,4.11234,0.67793,0.59977,0.95859,0.98102,1,0.995,0.44853,0,0,0,0,2.15771,6.32957,0.61703,0.99228,1.25,6.5236e-05,6.5236e-05,6.5236e-05
49,150.54,0.93223,4.1694,0.68508,0.67047,1.12336,0.98101,1,0.995,0.44853,0,0,0,0,2.1793,6.21062,0.61597,0.98421,1.25113,4.7616e-05,4.7616e-05,4.7616e-05
50,153.028,1.06611,4.18462,0.67112,0.71106,1.05031,0.98101,1,0.995,0.44853,0,0,0,0,2.1793,6.21062,0.61597,0.98421,1.25113,2.9204e-05,2.9204e-05,2.9204e-05
1,3.57837,3.445,9.12627,0.71005,6.13257,2.59007,0,0,0,0,0,0,0,0,2.88817,8.77533,0.66771,5.61157,2.55106,0,0,0
2,6.76963,3.33119,9.26098,0.67568,6.61875,2.50715,0,0,0,0,0,0,0,0,2.66201,8.77622,0.66742,5.42306,2.51003,1.9604e-05,1.9604e-05,1.9604e-05
3,9.69138,2.64905,9.36767,0.68198,6.08773,2.37469,0.0099,0.5,0.01002,0.00501,0,0,0,0,2.816,8.77564,0.66692,4.82498,2.49142,3.8416e-05,3.8416e-05,3.8416e-05
4,13.8244,2.3034,9.44207,0.69343,4.65411,1.97295,0.01136,1,0.01983,0.00865,0,0,0,0,2.54086,8.63743,0.67306,4.18727,2.15424,5.6436e-05,5.6436e-05,5.6436e-05
5,16.3957,1.67283,8.67675,0.69885,3.05435,1.38192,0.00621,1,0.07033,0.0211,0,0,0,0,2.80465,8.24397,0.6827,2.93052,1.82922,7.3664e-05,7.3664e-05,7.3664e-05
6,18.9007,2.33267,9.65503,0.67797,3.19069,1.88953,0.16423,1,0.33167,0.1145,0,0,0,0,2.4051,8.24985,0.68318,2.931,1.6945,9.01e-05,9.01e-05,9.01e-05
7,21.4976,1.73839,8.84829,0.71614,2.00542,1.53772,0.59208,1,0.66333,0.20063,0,0,0,0,2.60096,8.15004,0.6857,3.53716,1.75551,0.000105744,0.000105744,0.000105744
8,24.2735,1.56978,8.79182,0.70072,1.82403,1.60681,1,0.93275,0.995,0.30561,0,0,0,0,2.65912,8.21824,0.68305,5.6382,1.97681,0.000120596,0.000120596,0.000120596
9,26.9956,1.79008,9.10579,0.70191,1.58284,1.55832,0.8243,1,0.995,0.2985,0,0,0,0,2.78266,8.18295,0.68185,8.33001,2.30465,0.000134656,0.000134656,0.000134656
10,29.6214,1.43309,7.93237,0.69198,1.2254,1.24216,0.56093,1,0.995,0.30267,0,0,0,0,2.80255,8.31529,0.67569,11.4856,2.62924,0.000147924,0.000147924,0.000147924
11,32.555,1.1427,7.36543,0.69424,1.04768,1.09183,0.47683,1,0.995,0.30009,0,0,0,0,2.81611,8.28645,0.67267,13.4669,2.66272,0.0001604,0.0001604,0.0001604
12,36.1952,1.18149,6.92558,0.74627,1.18226,1.02949,0.36987,1,0.995,0.19155,0,0,0,0,2.97216,8.20364,0.67162,16.3808,2.72329,0.000172084,0.000172084,0.000172084
13,39.5213,1.50159,7.15767,0.75701,1.07125,1.29957,0.37088,1,0.995,0.28142,0,0,0,0,3.04503,8.01651,0.67351,16.7426,2.68839,0.000182976,0.000182976,0.000182976
14,42.7701,1.439,6.80432,0.74394,1.21994,1.25165,0.47869,1,0.995,0.26517,0,0,0,0,3.1141,7.68734,0.67368,16.4786,2.53996,0.000193076,0.000193076,0.000193076
15,45.6457,1.27957,6.8426,0.72424,1.23317,1.13089,0.5743,1,0.995,0.28171,0,0,0,0,2.88928,7.72609,0.67479,12.7826,2.16352,0.000202384,0.000202384,0.000202384
16,48.4466,1.42869,6.47071,0.71307,1.25889,1.01881,0.94309,1,0.995,0.27338,0,0,0,0,2.69126,7.81521,0.67503,7.14854,1.93403,0.0002109,0.0002109,0.0002109
17,51.5257,1.11153,6.32057,0.7161,0.95761,1.01537,0.90133,1,0.995,0.34763,0,0,0,0,2.45079,7.79726,0.67437,4.31191,1.53181,0.000218624,0.000218624,0.000218624
18,54.4032,1.18398,5.75238,0.73583,0.90982,1.0533,0.90133,1,0.995,0.34763,0,0,0,0,2.45079,7.79726,0.67437,4.31191,1.53181,0.000225556,0.000225556,0.000225556
19,57.2051,1.29556,5.47332,0.71545,0.97036,1.13297,0.92216,1,0.995,0.39717,0,0,0,0,2.00041,7.75189,0.67322,2.50795,1.27472,0.000231696,0.000231696,0.000231696
20,60.133,1.22232,5.49137,0.70042,0.79994,1.04756,0.92216,1,0.995,0.39717,0,0,0,0,2.00041,7.75189,0.67322,2.50795,1.27472,0.000237044,0.000237044,0.000237044
21,62.9549,1.11979,5.53794,0.72898,0.84477,1.03745,0.91512,1,0.995,0.49667,0,0,0,0,1.67676,7.57487,0.66756,2.20665,1.15894,0.0002416,0.0002416,0.0002416
22,65.7447,1.1276,5.77447,0.70561,0.92005,1.05026,0.91512,1,0.995,0.49667,0,0,0,0,1.67676,7.57487,0.66756,2.20665,1.15894,0.000245364,0.000245364,0.000245364
23,68.6178,1.15956,5.30172,0.67346,0.81535,1.01444,0.66433,1,0.995,0.54667,0,0,0,0,1.62422,7.36865,0.66628,1.97703,1.15194,0.000248336,0.000248336,0.000248336
24,71.5968,1.13953,4.8029,0.73742,0.77118,1.13441,0.66433,1,0.995,0.54667,0,0,0,0,1.62422,7.36865,0.66628,1.97703,1.15194,0.000250516,0.000250516,0.000250516
25,74.6716,1.03643,4.86799,0.70443,0.79647,1.08457,0.84887,1,0.995,0.54674,0,0,0,0,1.70206,7.27377,0.66053,1.25397,1.18843,0.000251904,0.000251904,0.000251904
26,77.5028,1.03382,4.91398,0.67146,0.76186,1.10198,0.84887,1,0.995,0.54674,0,0,0,0,1.70206,7.27377,0.66053,1.25397,1.18843,0.0002525,0.0002525,0.0002525
27,80.2346,1.09601,6.13165,0.78625,0.80058,1.25942,0.93908,1,0.995,0.54711,0,0,0,0,1.76936,7.14967,0.65477,0.93357,1.23171,0.000252304,0.000252304,0.000252304
28,82.9424,1.27874,4.74206,0.66514,0.78061,1.07793,0.93908,1,0.995,0.54711,0,0,0,0,1.76936,7.14967,0.65477,0.93357,1.23171,0.000251316,0.000251316,0.000251316
29,85.6797,1.21431,4.87644,0.77944,0.70213,1.09872,0.98154,1,0.995,0.59677,0,0,0,0,1.67146,7.08768,0.64675,0.9103,1.23723,0.000249536,0.000249536,0.000249536
30,88.3476,1.09006,4.6676,0.7193,0.70696,1.13898,0.98154,1,0.995,0.59677,0,0,0,0,1.67146,7.08768,0.64675,0.9103,1.23723,0.000246964,0.000246964,0.000246964
31,90.9642,1.14939,4.82547,0.70384,0.7582,1.11239,0.98155,1,0.995,0.59668,0,0,0,0,1.77466,7.07183,0.63882,0.92498,1.28672,0.0002436,0.0002436,0.0002436
32,93.3634,0.99699,5.14112,0.66417,0.68379,1.0528,0.98155,1,0.995,0.59668,0,0,0,0,1.77466,7.07183,0.63882,0.92498,1.28672,0.000239444,0.000239444,0.000239444
33,95.9117,1.01864,5.13929,0.69325,0.76334,1.02691,0.98193,1,0.995,0.59682,0,0,0,0,1.74582,7.0194,0.63445,1.01428,1.28393,0.000234496,0.000234496,0.000234496
34,98.3865,1.10392,4.62132,0.68509,0.74798,1.01865,0.98193,1,0.995,0.59682,0,0,0,0,1.74582,7.0194,0.63445,1.01428,1.28393,0.000228756,0.000228756,0.000228756
35,100.847,0.99556,4.81848,0.74619,0.68031,1.12468,0.98192,1,0.995,0.64675,0,0,0,0,1.59476,6.89745,0.63047,0.91459,1.20666,0.000222224,0.000222224,0.000222224
36,103.19,1.00811,4.65369,0.7,0.59063,0.98309,0.98192,1,0.995,0.64675,0,0,0,0,1.59476,6.89745,0.63047,0.91459,1.20666,0.0002149,0.0002149,0.0002149
37,105.703,1.04257,4.44015,0.71874,0.64889,1.11864,0.98177,1,0.995,0.64684,0,0,0,0,1.6643,6.84727,0.62745,0.90892,1.17768,0.000206784,0.000206784,0.000206784
38,108.217,1.01933,5.37727,0.73713,0.70715,1.08061,0.98177,1,0.995,0.64684,0,0,0,0,1.6643,6.84727,0.62745,0.90892,1.17768,0.000197876,0.000197876,0.000197876
39,111.038,0.93484,4.18137,0.64965,0.57178,0.99444,0.98181,1,0.995,0.64694,0,0,0,0,1.68331,6.83847,0.62592,0.89337,1.18546,0.000188176,0.000188176,0.000188176
40,113.724,1.10877,4.10476,0.65763,0.65769,1.06686,0.98181,1,0.995,0.64694,0,0,0,0,1.68331,6.83847,0.62592,0.89337,1.18546,0.000177684,0.000177684,0.000177684
41,116.271,1.00056,4.4221,0.68982,0.70909,1.10558,0.98153,1,0.995,0.59721,0,0,0,0,1.68888,6.73614,0.6239,0.81191,1.17542,0.0001664,0.0001664,0.0001664
42,118.708,0.97155,4.34389,0.69398,0.61882,1.03699,0.98153,1,0.995,0.59721,0,0,0,0,1.68888,6.73614,0.6239,0.81191,1.17542,0.000154324,0.000154324,0.000154324
43,121.356,0.94703,4.26918,0.69361,0.66525,1.04115,0.98107,1,0.995,0.54784,0,0,0,0,1.80668,6.5855,0.62089,0.88976,1.18884,0.000141456,0.000141456,0.000141456
44,123.687,0.86372,4.07106,0.6871,0.66956,0.89308,0.98107,1,0.995,0.54784,0,0,0,0,1.80668,6.5855,0.62089,0.88976,1.18884,0.000127796,0.000127796,0.000127796
45,126.124,0.90915,4.18864,0.66143,0.61007,0.96469,0.98087,1,0.995,0.49835,0,0,0,0,2.05243,6.45697,0.61851,0.95702,1.23203,0.000113344,0.000113344,0.000113344
46,128.477,1.16924,4.56797,0.71024,0.80416,1.38119,0.98087,1,0.995,0.49835,0,0,0,0,2.05243,6.45697,0.61851,0.95702,1.23203,9.81e-05,9.81e-05,9.81e-05
47,130.921,0.93845,4.12065,0.71926,0.65502,1.02323,0.98102,1,0.995,0.44853,0,0,0,0,2.15771,6.32957,0.61703,0.99228,1.25,8.2064e-05,8.2064e-05,8.2064e-05
48,133.199,0.92881,4.11234,0.67793,0.59977,0.95859,0.98102,1,0.995,0.44853,0,0,0,0,2.15771,6.32957,0.61703,0.99228,1.25,6.5236e-05,6.5236e-05,6.5236e-05
49,135.603,0.93223,4.1694,0.68508,0.67047,1.12336,0.98101,1,0.995,0.44853,0,0,0,0,2.1793,6.21062,0.61597,0.98421,1.25113,4.7616e-05,4.7616e-05,4.7616e-05
50,137.971,1.06611,4.18462,0.67112,0.71106,1.05031,0.98101,1,0.995,0.44853,0,0,0,0,2.1793,6.21062,0.61597,0.98421,1.25113,2.9204e-05,2.9204e-05,2.9204e-05
1,9.94215,3.23171,8.98646,0.68782,6.49847,2.4791,0.00467,0.14286,0.00308,0.00092,0,0,0,0,3.16449,8.65955,0.67296,5.37584,2.86561,2e-05,2e-05,2e-05
2,21.082,3.18743,9.09623,0.69531,6.3729,2.71149,0.00528,0.28571,0.01753,0.00656,0,0,0,0,2.47454,8.56819,0.67699,3.9074,2.30561,5.8812e-05,5.8812e-05,5.8812e-05
3,31.5586,2.5502,8.88615,0.6926,3.91219,2.27283,0.78886,0.14286,0.2714,0.08872,0,0,0,0,2.44624,8.35598,0.68423,2.43901,1.96245,9.604e-05,9.604e-05,9.604e-05
4,41.1434,1.77016,8.25478,0.70195,2.21268,1.57925,1,0.54922,0.855,0.28455,0,0,0,0,2.32855,8.30696,0.68792,2.59235,1.8563,0.000131684,0.000131684,0.000131684
5,50.3619,1.46894,7.70671,0.71036,1.54538,1.3083,0.83236,0.85714,0.933,0.47348,0,0,0,0,1.70847,8.25365,0.68685,4.23139,1.45954,0.000165744,0.000165744,0.000165744
6,59.7159,1.26335,7.47501,0.73202,1.33301,1.1964,0.81635,1,0.995,0.61097,0,0,0,0,1.40086,8.04479,0.68604,3.9038,1.2983,0.00019822,0.00019822,0.00019822
7,68.4287,1.39437,7.24427,0.73609,1.30558,1.21695,0.85594,1,0.995,0.57365,0,0,0,0,1.48226,7.87528,0.68832,2.42859,1.19829,0.000229112,0.000229112,0.000229112
8,77.4531,1.11388,6.33797,0.74333,0.97913,1.04953,0.97919,1,0.995,0.66332,0,0,0,0,1.18963,7.71017,0.68306,1.44274,1.08066,0.00025842,0.00025842,0.00025842
9,86.113,1.16227,5.98502,0.73457,0.95609,1.0278,0.98384,1,0.995,0.6452,0,0,0,0,1.28106,7.67839,0.67998,1.39374,1.08565,0.000286144,0.000286144,0.000286144
10,95.4983,1.3051,5.65517,0.7354,0.97583,1.16266,0.98308,1,0.995,0.69203,0,0,0,0,1.25638,7.54575,0.67618,1.29343,1.06337,0.000312284,0.000312284,0.000312284
11,105.002,1.21749,5.65258,0.76396,0.93219,1.12711,0.99158,1,0.995,0.77142,0,0,0,0,1.11973,7.43427,0.6692,0.91991,1.02263,0.00033684,0.00033684,0.00033684
12,115.238,1.15384,5.34314,0.74771,0.9615,1.02979,0.99047,1,0.995,0.69571,0,0,0,0,1.17362,7.37027,0.66728,0.88497,1.01821,0.000359812,0.000359812,0.000359812
13,124.998,1.23762,5.40719,0.71091,1.00189,1.08682,0.98621,1,0.995,0.55104,0,0,0,0,1.15887,7.28846,0.66589,0.99425,1.02228,0.0003812,0.0003812,0.0003812
14,134.568,1.19768,4.96366,0.73506,0.80811,1.13432,0.98955,1,0.995,0.76112,0,0,0,0,1.04645,7.09461,0.66243,0.932,1.01445,0.000401004,0.000401004,0.000401004
15,143.787,1.32835,5.09519,0.75676,0.81001,1.18683,0.99148,1,0.995,0.71381,0,0,0,0,1.11636,6.99197,0.65941,0.80798,1.05357,0.000419224,0.000419224,0.000419224
16,152.632,1.18274,4.62817,0.74938,0.78059,1.08204,0.99022,1,0.995,0.75052,0,0,0,0,1.05707,6.81188,0.65181,0.66616,1.04273,0.00043586,0.00043586,0.00043586
17,161.238,1.20097,4.67501,0.71181,0.75023,1.10149,0.98918,1,0.995,0.7693,0,0,0,0,1.029,6.71093,0.64627,0.59932,1.05582,0.000450912,0.000450912,0.000450912
18,169.241,1.20157,4.47182,0.7111,0.71281,1.10471,0.98361,1,0.995,0.71907,0,0,0,0,1.16522,6.60613,0.64113,0.80015,1.0704,0.00046438,0.00046438,0.00046438
19,178.547,1.26666,4.37474,0.68935,0.88413,1.14948,0.97462,1,0.995,0.70512,0,0,0,0,1.14114,6.35228,0.63175,0.92997,1.0553,0.000476264,0.000476264,0.000476264
20,186.795,1.16665,4.18955,0.69634,0.72568,1.09904,0.95694,1,0.995,0.72011,0,0,0,0,1.14226,6.11322,0.62167,0.94281,1.06661,0.000486564,0.000486564,0.000486564
21,194.998,1.20945,4.17167,0.71769,0.7221,1.19068,0.96361,1,0.995,0.70356,0,0,0,0,1.11339,6.13186,0.61503,0.75396,1.10185,0.00049528,0.00049528,0.00049528
22,203.524,1.07544,4.01503,0.683,0.66412,1.0412,0.97981,1,0.995,0.63695,0,0,0,0,1.19647,6.3294,0.61436,0.69679,1.08889,0.000502412,0.000502412,0.000502412
23,211.859,1.10211,3.72136,0.65928,0.69239,1.04018,0.98559,1,0.995,0.67419,0,0,0,0,1.34341,6.18682,0.61068,0.73871,1.12901,0.00050796,0.00050796,0.00050796
24,220.39,1.06063,3.9422,0.68425,0.65586,1.03687,0.98342,1,0.995,0.66879,0,0,0,0,1.30137,5.85806,0.6036,0.77628,1.12162,0.000511924,0.000511924,0.000511924
25,228.549,1.12942,3.81076,0.67929,0.64649,1.13771,0.98542,1,0.995,0.69576,0.2839,0.28571,0.12028,0.01203,1.1877,5.39197,0.59527,0.77501,1.0739,0.000514304,0.000514304,0.000514304
26,236.737,1.32742,4.36805,0.68903,0.78697,1.28107,0.98856,1,0.995,0.70988,0.29027,0.28571,0.13552,0.01355,1.09067,5.36873,0.59171,0.68197,1.06,0.0005151,0.0005151,0.0005151
27,244.789,1.35484,4.30098,0.7033,0.84619,1.16893,0.98874,1,0.995,0.68585,0.19704,0.14286,0.14963,0.01496,1.10544,5.4549,0.5838,0.58473,1.05685,0.000514312,0.000514312,0.000514312
28,252.892,1.18134,3.72271,0.66945,0.69985,1.04694,0.98874,1,0.995,0.68585,0.19704,0.14286,0.14963,0.01496,1.10544,5.4549,0.5838,0.58473,1.05685,0.00051194,0.00051194,0.00051194
29,260.925,1.10175,3.89531,0.65309,0.66827,1.06285,0.98875,1,0.995,0.65315,0.28222,0.28571,0.09728,0.00973,1.16143,5.21186,0.57777,0.59617,1.06441,0.000507984,0.000507984,0.000507984
30,269.54,1.16555,3.94882,0.67376,0.76211,1.09311,0.99093,1,0.995,0.73141,0.56549,0.57143,0.35258,0.03793,1.15598,4.99738,0.57499,0.58116,1.08743,0.000502444,0.000502444,0.000502444
31,277.672,1.06535,4.02938,0.65398,0.7462,1.07694,0.99093,1,0.995,0.73141,0.56549,0.57143,0.35258,0.03793,1.15598,4.99738,0.57499,0.58116,1.08743,0.00049532,0.00049532,0.00049532
32,285.748,0.96401,3.68956,0.63828,0.60444,1.03947,0.99218,1,0.995,0.72012,0.62426,0.57143,0.47428,0.05298,1.04736,4.81162,0.5749,0.56158,1.04048,0.000486612,0.000486612,0.000486612
33,294.009,1.1039,3.7771,0.64048,0.68353,1.09396,0.99243,1,0.995,0.74262,0.85033,0.85714,0.84382,0.15372,0.97064,4.63986,0.57139,0.58229,1.01151,0.00047632,0.00047632,0.00047632
34,301.908,1.20912,3.8379,0.66453,0.72521,1.09412,0.99243,1,0.995,0.74262,0.85033,0.85714,0.84382,0.15372,0.97064,4.63986,0.57139,0.58229,1.01151,0.000464444,0.000464444,0.000464444
35,310.606,1.00637,3.46281,0.66309,0.65287,1.1061,0.99197,1,0.995,0.77646,0.70816,0.71429,0.64793,0.09756,0.98573,4.6679,0.57573,0.60151,1.01817,0.000450984,0.000450984,0.000450984
36,318.876,1.01081,3.40241,0.66271,0.64625,1.08947,0.99214,1,0.995,0.70111,0.70815,0.71429,0.57829,0.08909,1.03448,4.62529,0.58388,0.57494,1.04683,0.00043594,0.00043594,0.00043594
