epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,327.177,0.96306,3.47901,0.68633,0.55782,1.0051,0.99214,1,0.995,0.70111,0.70815,0.71429,0.57829,0.08909,1.03448,4.62529,0.58388,0.57494,1.04683,0.000419312,0.000419312,0.000419312
38,335.227,1.03159,3.64429,0.66966,0.60487,1.00644,0.99236,1,0.995,0.67951,0.7083,0.71429,0.57991,0.07895,1.21578,4.56828,0.58561,0.55547,1.10568,0.0004011,0.0004011,0.0004011
39,343.471,1.03807,3.52403,0.66794,0.64003,1.01336,0.99245,1,0.995,0.67984,0.70837,0.71429,0.58084,0.07913,1.17101,4.45371,0.58528,0.53298,1.09775,0.000381304,0.000381304,0.000381304
40,351.14,1.02315,3.31839,0.65909,0.60258,1.00152,0.99245,1,0.995,0.67984,0.70837,0.71429,0.58084,0.07913,1.17101,4.45371,0.58528,0.53298,1.09775,0.000359924,0.000359924,0.000359924
41,359.597,0.90508,3.37649,0.64726,0.5952,0.97158,0.99196,1,0.995,0.70596,0.60809,0.57143,0.48406,0.07237,1.09246,4.45412,0.58573,0.53281,1.06016,0.00033696,0.00033696,0.00033696
42,368.667,0.93382,3.23416,0.64887,0.59512,1.06439,0.99087,1,0.995,0.74031,0.4271,0.42857,0.34048,0.05013,0.97504,4.52148,0.58754,0.4925,1.01274,0.000312412,0.000312412,0.000312412
43,376.58,0.84024,3.14031,0.6557,0.58052,0.97033,0.99087,1,0.995,0.74031,0.4271,0.42857,0.34048,0.05013,0.97504,4.52148,0.58754,0.4925,1.01274,0.00028628,0.00028628,0.00028628
44,384.746,0.81005,3.23104,0.64004,0.54143,1.011,0.99037,1,0.995,0.78009,0.42622,0.42857,0.38212,0.06988,0.88915,4.36091,0.58733,0.49868,0.98475,0.000258564,0.000258564,0.000258564
45,394.269,0.85395,3.18918,0.6352,0.57381,0.97951,0.99037,1,0.995,0.78009,0.42622,0.42857,0.38212,0.06988,0.88915,4.36091,0.58733,0.49868,0.98475,0.000229264,0.000229264,0.000229264
46,404.663,0.81488,3.22356,0.62475,0.5356,1.06492,0.99093,1,0.995,0.75174,0.70767,0.71429,0.62006,0.1391,0.86846,4.12642,0.58454,0.489,0.97345,0.00019838,0.00019838,0.00019838
47,413.782,0.89495,3.2112,0.62509,0.57467,1.00732,0.99093,1,0.995,0.75174,0.70767,0.71429,0.62006,0.1391,0.86846,4.12642,0.58454,0.489,0.97345,0.000165912,0.000165912,0.000165912
48,422.484,0.92993,3.12246,0.62931,0.58998,1.00933,0.99112,1,0.995,0.74211,0.70781,0.71429,0.61506,0.16819,0.85329,3.98147,0.58242,0.49228,0.97646,0.00013186,0.00013186,0.00013186
49,430.663,0.83375,3.19752,0.62902,0.56659,1.03378,0.99112,1,0.995,0.74211,0.70781,0.71429,0.61506,0.16819,0.85329,3.98147,0.58242,0.49228,0.97646,9.6224e-05,9.6224e-05,9.6224e-05
50,439.095,0.85697,3.31581,0.62261,0.52024,1.02901,0.99107,1,0.995,0.76384,0.70778,0.71429,0.61583,0.16848,0.85693,3.86149,0.58134,0.49763,0.97935,5.9004e-05,5.9004e-05,5.9004e-05
1,50.9112,2.79915,8.23114,0.66896,5.06645,2.00372,0.96203,0.85,0.92503,0.40129,0,0,0,0,1.86452,8.3514,0.67058,7.3396,1.4708,0.00018,0.00018,0.00018
2,96.1464,1.84017,5.88947,0.69266,1.36311,1.32323,0.7124,0.85,0.79881,0.34364,0,0,0,0,2.06058,7.91645,0.66051,1.62828,1.38381,0.000372476,0.000372476,0.000372476
3,140.21,1.71586,4.37629,0.70406,1.09696,1.21868,0.675,0.77893,0.82548,0.4334,0,0,0,0,1.49453,7.70036,0.65157,1.29854,1.16885,0.000557032,0.000557032,0.000557032
4,184.03,1.81553,3.41013,0.73673,1.06485,1.30396,0.91975,0.9,0.96554,0.49725,0,0,0,0,1.58226,7.07419,0.63508,1.18422,1.25827,0.000733668,0.000733668,0.000733668
5,228.897,1.72819,2.79793,0.71503,1.08696,1.30432,0.9451,0.86086,0.95266,0.49342,0.20562,0.15,0.04645,0.00674,1.63562,5.17717,0.64779,1.12161,1.32082,0.000902384,0.000902384,0.000902384
6,278.002,1.72462,2.58061,0.70878,1.01731,1.24894,0.94033,0.975,0.96583,0.50402,0.72892,0.75,0.68047,0.17684,1.57726,4.22498,0.62604,1.15585,1.27136,0.00106318,0.00106318,0.00106318
7,324.098,1.67071,2.08956,0.682,1.04087,1.22429,0.97203,1,0.99451,0.5013,0.9016,0.925,0.87812,0.40001,1.71136,2.98495,0.61122,1.33396,1.34235,0.00121606,0.00121606,0.00121606
8,368.372,1.5905,1.68743,0.65804,0.93974,1.22482,0.99028,0.975,0.99451,0.53059,0.99028,0.975,0.99451,0.58295,1.50066,2.33965,0.59002,0.90523,1.28061,0.00136101,0.00136101,0.00136101
9,412.184,1.66945,1.43117,0.63786,0.95022,1.24338,0.93546,0.975,0.98985,0.53024,0.93546,0.975,0.98985,0.74291,1.59249,1.86223,0.56165,0.9366,1.34493,0.00149805,0.00149805,0.00149805
10,457.84,1.61923,1.18262,0.58867,0.91777,1.26038,0.98313,0.975,0.99405,0.5463,0.98313,0.975,0.99405,0.75007,1.44655,1.38923,0.49653,0.85124,1.28296,0.00162716,0.00162716,0.00162716
11,502.29,1.50271,1.07304,0.56141,0.89733,1.21215,0.97556,1,0.99378,0.53812,0.97556,1,0.99378,0.84398,1.59488,1.1179,0.46582,1.108,1.37861,0.001604,0.001604,0.001604
12,547.668,1.70409,0.97644,0.52255,1.02686,1.21257,1,0.99979,0.995,0.55638,1,0.99979,0.995,0.84346,1.50748,1.01007,0.4224,1.04971,1.33478,0.0015644,0.0015644,0.0015644
13,591.812,1.62081,0.98233,0.5181,0.97558,1.21151,0.96924,1,0.99451,0.55998,0.96924,1,0.99451,0.86034,1.37442,0.85768,0.40434,0.83025,1.22326,0.0015248,0.0015248,0.0015248
14,637.471,1.54549,0.83697,0.45808,0.90645,1.1766,0.97203,1,0.99378,0.55692,0.97203,1,0.99378,0.86485,1.52337,0.75152,0.35787,0.96263,1.2982,0.0014852,0.0014852,0.0014852
15,681.254,1.57169,0.83626,0.44684,1.02777,1.15539,0.99539,1,0.995,0.54601,0.99539,1,0.995,0.74175,1.54206,1.02523,0.33518,0.82701,1.23352,0.0014456,0.0014456,0.0014456
16,728.235,1.49815,1.00399,0.40903,0.89411,1.16193,0.97475,1,0.99451,0.5037,0.97475,1,0.99451,0.94816,1.56402,0.43357,0.27223,1.27501,1.48198,0.001406,0.001406,0.001406
17,774.299,1.54028,0.97021,0.40439,0.90444,1.20452,0.9756,0.99958,0.99329,0.54019,0.9756,0.99958,0.99329,0.78026,1.56297,0.64275,0.24585,1.13341,1.41093,0.0013664,0.0013664,0.0013664
18,820.428,1.54368,0.68991,0.37661,0.86376,1.21783,0.96828,1,0.99378,0.48609,0.96828,1,0.99378,0.92158,1.48811,0.79387,0.21727,0.99768,1.27386,0.0013268,0.0013268,0.0013268
19,872.904,1.49358,0.72115,0.37057,0.87379,1.17064,0.98931,1,0.995,0.47667,0.98931,1,0.995,0.97983,1.74313,0.35625,0.19736,1.06667,1.38556,0.0012872,0.0012872,0.0012872
20,918.843,1.4859,0.67837,0.34082,0.85261,1.18543,0.96276,0.975,0.9933,0.49458,0.96276,0.975,0.9933,0.87882,1.5348,0.60247,0.173,1.07216,1.33533,0.0012476,0.0012476,0.0012476
21,972.089,1.4661,0.65104,0.33944,0.804,1.15272,0.99012,0.975,0.99451,0.53948,0.99012,0.975,0.99451,0.97785,1.49247,0.29405,0.17257,0.93128,1.27446,0.001208,0.001208,0.001208
22,1022.07,1.45621,0.53878,0.3356,0.77607,1.13083,0.9951,1,0.995,0.55399,0.9951,1,0.995,0.95818,1.42499,0.37571,0.16536,0.76617,1.22228,0.0011684,0.0011684,0.0011684
23,1071.84,1.48604,0.53371,0.31468,0.79716,1.14532,0.97011,1,0.99451,0.52168,0.97011,1,0.99451,0.9853,1.56237,0.25005,0.15629,0.81227,1.27174,0.0011288,0.0011288,0.0011288
24,1121.22,1.40799,0.58519,0.35114,0.80311,1.16043,0.99587,1,0.995,0.53806,0.99587,1,0.995,0.92219,1.35663,0.35795,0.13279,0.75782,1.1804,0.0010892,0.0010892,0.0010892
25,1176.76,1.40361,0.51331,0.32018,0.79491,1.1546,0.99535,1,0.995,0.54617,0.99535,1,0.995,0.97828,1.4737,0.25292,0.14581,0.73194,1.24536,0.0010496,0.0010496,0.0010496
26,1234.29,1.42284,0.47083,0.31506,0.76804,1.1496,0.99217,0.975,0.99451,0.51512,0.99217,0.975,0.99451,0.97275,1.50113,0.28608,0.13283,0.78776,1.28574,0.00101,0.00101,0.00101
27,1287.13,1.45447,0.59763,0.28196,0.77622,1.12924,0.99583,1,0.995,0.58036,0.99583,1,0.995,0.94919,1.46737,0.36239,0.14023,0.73521,1.21835,0.0009704,0.0009704,0.0009704
28,1338.6,1.43827,0.49206,0.31509,0.74933,1.11948,0.99585,1,0.995,0.55785,0.99585,1,0.995,0.98226,1.42211,0.2705,0.12475,0.69714,1.18818,0.0009308,0.0009308,0.0009308
29,1382.93,1.35996,0.5315,0.30562,0.72961,1.08876,0.99237,1,0.995,0.57512,0.99237,1,0.995,0.98789,1.38828,0.19653,0.11911,0.66845,1.20575,0.0008912,0.0008912,0.0008912
30,1427.62,1.50757,0.49777,0.31265,0.7309,1.13327,0.97497,1,0.995,0.55201,0.97497,1,0.995,0.95783,1.4672,0.22385,0.10667,0.68204,1.24942,0.0008516,0.0008516,0.0008516
31,1472.02,1.40607,0.44575,0.31046,0.71144,1.12166,1,0.99993,0.995,0.58625,1,0.99993,0.995,0.99099,1.43523,0.20573,0.11605,0.65697,1.20528,0.000812,0.000812,0.000812
32,1517.1,1.32562,0.39184,0.2939,0.75337,1.10126,0.98267,1,0.995,0.5647,0.98267,1,0.995,0.98658,1.47986,0.19188,0.09894,0.70518,1.26161,0.0007724,0.0007724,0.0007724
33,1561.12,1.29895,0.32301,0.26301,0.71143,1.08408,0.97317,1,0.99378,0.56552,0.97317,1,0.99378,0.98093,1.4283,0.19416,0.10315,0.70442,1.22039,0.0007328,0.0007328,0.0007328
34,1606.31,1.36383,0.39978,0.28318,0.69938,1.09126,0.97379,1,0.99378,0.60788,0.97379,1,0.99378,0.98298,1.37729,0.2285,0.10786,0.63073,1.19351,0.0006932,0.0006932,0.0006932
35,1650.47,1.2902,0.35537,0.27394,0.65747,1.08623,0.98073,1,0.995,0.60543,0.98073,1,0.995,0.9887,1.40811,0.20364,0.10052,0.64847,1.1905,0.0006536,0.0006536,0.0006536
36,1695.27,1.31677,0.36113,0.26796,0.66301,1.06454,0.99464,1,0.995,0.60034,0.99464,1,0.995,0.98113,1.41239,0.21793,0.0971,0.65167,1.183,0.000614,0.000614,0.000614
37,1740.41,1.29812,0.3346,0.29617,0.65344,1.06187,0.99504,1,0.995,0.57416,0.99504,1,0.995,0.98788,1.46146,0.20661,0.09949,0.65391,1.20747,0.0005744,0.0005744,0.0005744
38,1785.98,1.26894,0.34951,0.28003,0.68209,1.05892,0.99566,1,0.995,0.54819,0.99566,1,0.995,0.995,1.50304,0.20524,0.09292,0.61953,1.2719,0.0005348,0.0005348,0.0005348
39,1847.53,1.34851,0.48463,0.27922,0.69794,1.10074,0.99602,1,0.995,0.56029,0.99602,1,0.995,0.99134,1.46148,0.19554,0.0889,0.64257,1.2902,0.0004952,0.0004952,0.0004952
40,1897.39,1.32554,0.36682,0.29962,0.6531,1.09623,0.99609,1,0.995,0.56778,0.99609,1,0.995,0.9867,1.38414,0.18815,0.08552,0.66552,1.22934,0.0004556,0.0004556,0.0004556
41,1942.98,1.26581,0.20196,0.09528,0.63426,1.1177,0.99594,1,0.995,0.54314,0.99594,1,0.995,0.995,1.49071,0.2113,0.08353,0.69174,1.28202,0.000416,0.000416,0.000416
42,1987.47,1.24313,0.24291,0.1023,0.64552,1.11826,0.99621,1,0.995,0.56306,0.99621,1,0.995,0.98696,1.43231,0.18534,0.07996,0.66796,1.23945,0.0003764,0.0003764,0.0003764
43,2033.78,1.22705,0.19809,0.08366,0.61489,1.13103,0.99668,1,0.995,0.52852,0.99668,1,0.995,0.98793,1.46927,0.18388,0.07273,0.66988,1.28128,0.0003368,0.0003368,0.0003368
44,2081.08,1.2332,0.19596,0.0876,0.61856,1.12015,0.99734,1,0.995,0.57756,0.99734,1,0.995,0.98759,1.37846,0.18111,0.07626,0.64465,1.22444,0.0002972,0.0002972,0.0002972
45,2148.75,1.17717,0.19105,0.0831,0.61479,1.10723,0.99783,1,0.995,0.5891,0.99783,1,0.995,0.98677,1.38786,0.18751,0.07033,0.65556,1.24904,0.0002576,0.0002576,0.0002576
46,2195.34,1.18861,0.18334,0.08317,0.61842,1.10094,0.9966,1,0.995,0.57254,0.9966,1,0.995,0.98684,1.42738,0.16997,0.06666,0.64115,1.28911,0.000218,0.000218,0.000218
47,2243.56,1.18002,0.18126,0.08473,0.59706,1.09568,0.99616,1,0.995,0.58458,0.99616,1,0.995,0.98693,1.39729,0.17883,0.06714,0.62801,1.26169,0.0001784,0.0001784,0.0001784
48,2290.04,1.13138,0.17374,0.08321,0.59283,1.08775,0.99564,1,0.995,0.56279,0.99564,1,0.995,0.98338,1.3891,0.16216,0.06511,0.6339,1.242,0.0001388,0.0001388,0.0001388
49,2335.7,1.13892,0.17937,0.07814,0.56172,1.10765,0.99489,1,0.995,0.57258,0.99489,1,0.995,0.98753,1.36819,0.16292,0.06428,0.6273,1.23036,9.92e-05,9.92e-05,9.92e-05
50,2397.54,1.11941,0.17422,0.08817,0.56426,1.04819,0.99163,1,0.995,0.5837,0.99163,1,0.995,0.98708,1.37531,0.15942,0.06408,0.62534,1.22392,5.96e-05,5.96e-05,5.96e-05
