epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,2060.2,0.70655,0.19897,0.09049,0.41611,0.94696,0.98876,1,0.995,0.77423,0.98876,1,0.995,0.995,0.84479,0.11779,0.08033,0.41885,0.94774,0.000614,0.000614,0.000614
23,2191.31,0.71258,0.18606,0.07359,0.42133,0.94265,0.98418,1,0.995,0.76347,0.98418,1,0.995,0.99012,0.86977,0.11719,0.06852,0.44607,0.95262,0.000548,0.000548,0.000548
24,2322.4,0.7068,0.14196,0.06956,0.4059,0.98094,0.99297,1,0.995,0.77491,0.99297,1,0.995,0.995,0.80988,0.09846,0.0663,0.41525,0.93413,0.000482,0.000482,0.000482
25,2454.29,0.70539,0.12874,0.06741,0.39657,0.93912,0.99381,1,0.995,0.77744,0.99381,1,0.995,0.995,0.81773,0.08944,0.06258,0.38723,0.93062,0.000416,0.000416,0.000416
26,2582.71,0.64336,0.11112,0.06072,0.36636,0.93292,0.99492,1,0.995,0.79132,0.99492,1,0.995,0.995,0.809,0.08408,0.05721,0.40359,0.91792,0.00035,0.00035,0.00035
27,2713.62,0.65162,0.13152,0.05684,0.37637,0.92021,0.9953,1,0.995,0.78574,0.9953,1,0.995,0.995,0.81014,0.08004,0.05168,0.40206,0.92901,0.000284,0.000284,0.000284
28,2845.82,0.62158,0.10875,0.05355,0.36888,0.91447,0.99671,1,0.995,0.77718,0.99671,1,0.995,0.995,0.79684,0.0784,0.05133,0.39847,0.92131,0.000218,0.000218,0.000218
29,2980.4,0.61698,0.10372,0.04915,0.35716,0.92885,0.99741,1,0.995,0.7778,0.99741,1,0.995,0.995,0.80278,0.07375,0.04943,0.3987,0.91704,0.000152,0.000152,0.000152
30,3122.71,0.62602,0.09448,0.05195,0.35517,0.90988,0.99802,1,0.995,0.78055,0.99802,1,0.995,0.995,0.81732,0.0723,0.04874,0.39659,0.92031,8.60E-05,8.60E-05,8.60E-05
1,66.9682,0.63673,0.29916,0.3788,0.45353,0.91553,0.99856,1,0.995,0.86914,0.99856,1,0.995,0.995,0.63254,0.14201,0.08055,0.38758,0.89329,0.00018,0.00018,0.00018
1,106.782,0.94414,0.35065,0.35893,0.53805,1.00704,0.98731,1,0.99489,0.75934,0.98731,1,0.99489,0.98036,0.91046,0.21466,0.10041,0.48733,0.95618,0.00028,0.00028,0.00028
2,214.472,0.95687,0.36856,0.35489,0.55558,1.00611,0.99659,1,0.995,0.76825,0.99659,1,0.995,0.99033,0.86193,0.15954,0.10093,0.45244,0.94155,0.00056086,0.00056086,0.00056086
3,319.943,0.88688,0.37974,0.31001,0.51327,0.99336,0.99757,1,0.995,0.73151,0.99757,1,0.995,0.99301,1.02874,0.13565,0.09814,0.51468,0.96627,0.00082192,0.00082192,0.00082192
4,422.159,1.02216,0.44451,0.37049,0.60295,1.04162,0.98986,0.98837,0.99477,0.74925,0.98986,0.98837,0.99477,0.98061,0.91577,0.16109,0.09816,0.58012,0.96528,0.00106318,0.00106318,0.00106318
5,523.127,1.00971,0.41896,0.35142,0.57529,1.03478,1,0.99777,0.995,0.74463,1,0.99777,0.995,0.97931,0.93294,0.179,0.09737,0.51171,0.9851,0.00128464,0.00128464,0.00128464
6,622.519,0.98194,0.42523,0.36467,0.57416,1.03273,0.99594,1,0.995,0.78219,0.99594,1,0.995,0.98465,0.91552,0.17934,0.10339,0.5054,0.98697,0.0014863,0.0014863,0.0014863
7,718.495,0.97821,0.47395,0.36169,0.58864,1.0384,0.99871,1,0.995,0.7725,0.99871,1,0.995,0.99167,0.84529,0.14971,0.1021,0.47812,0.94374,0.001604,0.001604,0.001604
8,811.176,0.91871,0.40632,0.33305,0.53489,1.01864,0.99852,1,0.995,0.7653,0.99852,1,0.995,0.97101,0.91038,0.27466,0.10189,0.48829,0.97313,0.001538,0.001538,0.001538
9,902.459,0.92963,0.42547,0.34914,0.5631,1.02847,0.99826,1,0.995,0.72991,0.99826,1,0.995,0.98316,0.92765,0.14508,0.11331,0.51085,0.98208,0.001472,0.001472,0.001472
10,995.722,0.93138,0.39755,0.3112,0.54,1.02728,0.97509,1,0.9914,0.73763,0.97509,1,0.9914,0.97009,0.87891,0.25306,0.11716,0.54137,0.99352,0.001406,0.001406,0.001406
11,1090.1,0.9084,0.39116,0.3457,0.54421,1.00269,0.99632,1,0.995,0.76083,0.99632,1,0.995,0.98457,0.88583,0.15209,0.10333,0.49187,0.97087,0.00134,0.00134,0.00134
12,1189.82,0.90644,0.32057,0.3099,0.54307,1.01293,0.99892,1,0.995,0.74021,0.99892,1,0.995,0.98516,1.02405,0.15897,0.10307,0.50265,1.09507,0.001274,0.001274,0.001274
13,1281.1,0.9074,0.34763,0.31711,0.53468,1.0355,0.99861,1,0.995,0.80287,0.99861,1,0.995,0.99385,0.83156,0.14918,0.10435,0.44971,0.94231,0.001208,0.001208,0.001208
14,1374.76,0.8588,0.35792,0.35468,0.51571,1.00291,0.99911,1,0.995,0.78569,0.99911,1,0.995,0.99378,0.79971,0.12216,0.09584,0.43251,0.95024,0.001142,0.001142,0.001142
15,1495.93,0.8372,0.32768,0.31072,0.49843,0.97607,0.99887,1,0.995,0.76075,0.99887,1,0.995,0.98321,0.84001,0.16611,0.09836,0.42898,0.95773,0.001076,0.001076,0.001076
16,1652.84,0.83868,0.332,0.28967,0.48781,0.9869,0.99882,1,0.995,0.79772,0.99882,1,0.995,0.98463,0.78534,0.14322,0.11148,0.41865,0.92612,0.00101,0.00101,0.00101
17,1798.13,0.85951,0.30699,0.2953,0.48542,0.99075,0.99893,1,0.995,0.79791,0.99893,1,0.995,0.995,0.85957,0.11012,0.10283,0.42869,0.93515,0.000944,0.000944,0.000944
18,1935.7,0.87267,0.34408,0.32364,0.49966,0.98898,0.9988,1,0.995,0.77556,0.9988,1,0.995,0.98638,0.88297,0.16665,0.09577,0.44337,0.97001,0.000878,0.000878,0.000878
19,2093.08,0.90941,0.30184,0.33615,0.49857,0.99262,0.99929,1,0.995,0.79259,0.99929,1,0.995,0.995,0.86102,0.10906,0.097,0.41794,0.94285,0.000812,0.000812,0.000812
20,2194.44,0.90945,0.28264,0.36687,0.50827,1.03051,0.9989,1,0.995,0.8148,0.9989,1,0.995,0.99432,0.78118,0.10642,0.0924,0.40476,0.91919,0.000746,0.000746,0.000746
21,2303.65,0.80764,0.16389,0.09521,0.45658,0.97313,0.99911,1,0.995,0.82458,0.99911,1,0.995,0.99421,0.76063,0.10534,0.09886,0.41005,0.90899,0.00068,0.00068,0.00068
22,2396.03,0.75155,0.15613,0.09147,0.43318,0.96087,0.99899,1,0.995,0.83019,0.99899,1,0.995,0.995,0.7394,0.09886,0.08592,0.3836,0.90926,0.000614,0.000614,0.000614
23,2489.07,0.74218,0.14828,0.07751,0.41318,0.95697,0.99649,1,0.995,0.82676,0.99649,1,0.995,0.99418,0.74696,0.11845,0.07712,0.38589,0.92745,0.000548,0.000548,0.000548
24,2581.21,0.75985,0.12969,0.07484,0.41104,0.9588,0.99233,1,0.995,0.81724,0.99233,1,0.995,0.99434,0.7708,0.0906,0.06353,0.4106,0.92651,0.000482,0.000482,0.000482
25,2671.97,0.75044,0.11706,0.06351,0.40731,0.95374,0.99018,1,0.995,0.83031,0.99018,1,0.995,0.995,0.72741,0.08262,0.06104,0.38545,0.91524,0.000416,0.000416,0.000416
26,2762.51,0.71111,0.1187,0.06256,0.39697,0.92204,0.99241,1,0.995,0.82691,0.99241,1,0.995,0.99463,0.72853,0.08194,0.05478,0.38149,0.9039,0.00035,0.00035,0.00035
27,2854.14,0.69917,0.13486,0.05625,0.38172,0.94011,0.9962,1,0.995,0.84673,0.9962,1,0.995,0.995,0.70246,0.0799,0.05101,0.36713,0.90036,0.000284,0.000284,0.000284
28,2944.78,0.69388,0.10952,0.0486,0.38032,0.93946,0.9978,1,0.995,0.84482,0.9978,1,0.995,0.99297,0.69396,0.08218,0.04767,0.35834,0.89699,0.000218,0.000218,0.000218
29,3035.28,0.68668,0.11101,0.04979,0.36332,0.9401,0.99816,1,0.995,0.84448,0.99816,1,0.995,0.99413,0.68842,0.07538,0.04652,0.34736,0.89047,0.000152,0.000152,0.000152
30,3125.47,0.69436,0.09888,0.04704,0.36426,0.91813,0.99834,1,0.995,0.85566,0.99834,1,0.995,0.99418,0.6788,0.07335,0.04496,0.35087,0.88931,8.60E-05,8.60E-05,8.60E-05
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
