epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,1365.78,0.72815,0.29854,0.18105,0.44884,0.92765,0.99901,1,0.995,0.78296,0.99901,1,0.995,0.99416,0.83783,0.15217,0.05098,0.41247,0.96654,0.00134,0.00134,0.00134
12,1521,0.7637,0.25441,0.14341,0.44785,0.94647,0.99925,1,0.995,0.7941,0.99925,1,0.995,0.99468,0.79558,0.11493,0.05259,0.41978,0.9286,0.001274,0.001274,0.001274
13,1726.97,0.75497,0.28684,0.16031,0.43513,0.94571,0.99912,1,0.995,0.84093,0.99912,1,0.995,0.99421,0.68019,0.11317,0.04439,0.3677,0.88793,0.001208,0.001208,0.001208
14,1930.44,0.73735,0.25022,0.17228,0.42957,0.93919,0.9984,1,0.995,0.831,0.9984,1,0.995,0.995,0.71621,0.11215,0.04844,0.39261,0.8893,0.001142,0.001142,0.001142
15,2150.52,0.72078,0.26158,0.13875,0.42564,0.91939,0.99895,1,0.995,0.84909,0.99895,1,0.995,0.99118,0.69303,0.12233,0.04617,0.34673,0.8849,0.001076,0.001076,0.001076
16,2338.54,0.7161,0.24975,0.12705,0.42219,0.93304,0.99872,1,0.995,0.86228,0.99872,1,0.995,0.995,0.65732,0.07361,0.04584,0.35128,0.874,0.00101,0.00101,0.00101
17,2509.66,0.71123,0.21837,0.13969,0.40119,0.92992,0.99919,1,0.995,0.84139,0.99919,1,0.995,0.995,0.6977,0.08723,0.04719,0.34343,0.87713,0.000944,0.000944,0.000944
18,2647.02,0.71802,0.23176,0.1486,0.42042,0.93719,0.99844,1,0.995,0.82307,0.99844,1,0.995,0.99211,0.78116,0.11797,0.03696,0.36004,0.9144,0.000878,0.000878,0.000878
19,2764.3,0.75435,0.20787,0.14349,0.41874,0.93507,0.99889,1,0.995,0.83365,0.99889,1,0.995,0.99359,0.71989,0.08787,0.04073,0.35344,0.88935,0.000812,0.000812,0.000812
20,2887.93,0.74323,0.22019,0.17256,0.42873,0.95796,0.99687,1,0.995,0.86332,0.99687,1,0.995,0.99362,0.63389,0.0856,0.04253,0.32735,0.86084,0.000746,0.000746,0.000746
21,3027.85,0.63798,0.12535,0.04587,0.36071,0.89723,0.99878,1,0.995,0.87228,0.99878,1,0.995,0.99422,0.63349,0.09819,0.03344,0.33062,0.86303,0.00068,0.00068,0.00068
22,3144.96,0.61487,0.12114,0.03458,0.35593,0.90955,0.99901,1,0.995,0.85956,0.99901,1,0.995,0.995,0.64251,0.08518,0.02907,0.32981,0.86881,0.000614,0.000614,0.000614
23,3255.17,0.62007,0.11478,0.02955,0.35076,0.91087,0.99854,1,0.995,0.84622,0.99854,1,0.995,0.995,0.68315,0.09624,0.02739,0.33961,0.87918,0.000548,0.000548,0.000548
24,3364.04,0.62508,0.10682,0.02799,0.35606,0.89919,0.99902,1,0.995,0.8577,0.99902,1,0.995,0.99479,0.64994,0.08578,0.02371,0.34284,0.87117,0.000482,0.000482,0.000482
25,3464.84,0.61535,0.10045,0.02132,0.3457,0.89653,0.99921,1,0.995,0.86508,0.99921,1,0.995,0.995,0.63538,0.07799,0.02247,0.32851,0.86116,0.000416,0.000416,0.000416
26,3542.92,0.57908,0.09378,0.02236,0.3343,0.86764,0.99925,1,0.995,0.87525,0.99925,1,0.995,0.995,0.61053,0.07298,0.02105,0.31188,0.85578,0.00035,0.00035,0.00035
27,3620.73,0.57932,0.09887,0.02139,0.3312,0.88982,0.99929,1,0.995,0.87968,0.99929,1,0.995,0.995,0.58941,0.06412,0.01973,0.29379,0.85101,0.000284,0.000284,0.000284
28,3697.71,0.57025,0.08347,0.01924,0.32296,0.88325,0.99921,1,0.995,0.88156,0.99921,1,0.995,0.995,0.58376,0.0632,0.0183,0.30907,0.84752,0.000218,0.000218,0.000218
29,3773.45,0.58395,0.0897,0.02003,0.32402,0.89113,0.99921,1,0.995,0.88486,0.99921,1,0.995,0.995,0.58248,0.06217,0.0178,0.30107,0.84584,0.000152,0.000152,0.000152
30,3849.75,0.57702,0.08103,0.01901,0.31524,0.87328,0.99925,1,0.995,0.8841,0.99925,1,0.995,0.995,0.56202,0.05922,0.01722,0.28774,0.84273,8.6e-05,8.6e-05,8.6e-05
