epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,747.305,0.73351,0.26102,0.12609,0.42482,0.92134,0.99918,1,0.995,0.82547,0.99918,1,0.995,0.98558,0.75248,0.13456,0.03823,0.37812,0.88442,0.00134,0.00134,0.00134
12,814.92,0.73113,0.24504,0.0926,0.43359,0.93322,0.99896,1,0.995,0.84194,0.99896,1,0.995,0.99415,0.72372,0.11732,0.02946,0.35863,0.88746,0.001274,0.001274,0.001274
13,884.119,0.72268,0.27009,0.1044,0.43027,0.93654,0.99911,1,0.995,0.85164,0.99911,1,0.995,0.98969,0.63848,0.13629,0.02742,0.3376,0.87227,0.001208,0.001208,0.001208
14,958.544,0.70339,0.24021,0.10802,0.4144,0.92847,0.99925,1,0.995,0.81018,0.99925,1,0.995,0.995,0.78373,0.07897,0.02523,0.35876,0.9106,0.001142,0.001142,0.001142
15,1027.74,0.71466,0.21458,0.09247,0.40355,0.90884,0.99876,1,0.995,0.82747,0.99876,1,0.995,0.995,0.7159,0.08547,0.02725,0.36365,0.90261,0.001076,0.001076,0.001076
16,1097.29,0.67336,0.21853,0.08505,0.38801,0.9068,0.99742,1,0.995,0.85718,0.99742,1,0.995,0.995,0.63301,0.07339,0.0262,0.3409,0.86412,0.00101,0.00101,0.00101
17,1161.4,0.6495,0.19829,0.08603,0.3813,0.90924,0.99451,1,0.995,0.83685,0.99451,1,0.995,0.995,0.64771,0.07548,0.02555,0.34661,0.86763,0.000944,0.000944,0.000944
18,1225.26,0.66095,0.2105,0.10478,0.38698,0.92023,0.98358,1,0.99443,0.82997,0.98358,1,0.99443,0.99443,0.66111,0.07639,0.02195,0.3633,0.88246,0.000878,0.000878,0.000878
19,1293.28,0.70772,0.2357,0.09928,0.38851,0.9244,0.9983,1,0.995,0.85864,0.9983,1,0.995,0.99386,0.61219,0.08212,0.02143,0.3105,0.85521,0.000812,0.000812,0.000812
20,1356.96,0.66902,0.2014,0.13373,0.39131,0.93713,0.99832,1,0.995,0.87497,0.99832,1,0.995,0.995,0.58875,0.0648,0.02519,0.3236,0.85307,0.000746,0.000746,0.000746
21,1423.08,0.58517,0.11645,0.02905,0.34044,0.88244,0.99718,1,0.995,0.86762,0.99718,1,0.995,0.995,0.60863,0.07208,0.02313,0.31491,0.8538,0.00068,0.00068,0.00068
22,1489.4,0.57561,0.10231,0.02233,0.33027,0.89304,0.99868,1,0.995,0.86817,0.99868,1,0.995,0.995,0.59636,0.07524,0.01817,0.31129,0.85892,0.000614,0.000614,0.000614
23,1563.11,0.5837,0.11092,0.01928,0.33071,0.89331,0.99642,1,0.995,0.8618,0.99642,1,0.995,0.995,0.60485,0.08063,0.01534,0.32205,0.86801,0.000548,0.000548,0.000548
24,1635.06,0.57931,0.09284,0.01525,0.32803,0.88525,0.9915,1,0.995,0.85874,0.9915,1,0.995,0.995,0.6027,0.06507,0.01323,0.31071,0.85672,0.000482,0.000482,0.000482
25,1704.68,0.5647,0.08071,0.01274,0.32729,0.87594,0.99161,1,0.995,0.86459,0.99161,1,0.995,0.995,0.59722,0.06629,0.01281,0.32105,0.85527,0.000416,0.000416,0.000416
26,1777.4,0.54373,0.08296,0.01305,0.31712,0.85733,0.99489,1,0.995,0.87711,0.99489,1,0.995,0.995,0.558,0.06348,0.01111,0.30596,0.8449,0.00035,0.00035,0.00035
27,1852.16,0.55806,0.08878,0.01187,0.31287,0.879,0.99717,1,0.995,0.86642,0.99717,1,0.995,0.995,0.59976,0.05967,0.01121,0.29284,0.85004,0.000284,0.000284,0.000284
28,1926.63,0.54146,0.07616,0.01121,0.29981,0.87327,0.99875,1,0.995,0.88418,0.99875,1,0.995,0.995,0.54291,0.05371,0.01036,0.28236,0.8403,0.000218,0.000218,0.000218
29,1998.43,0.55393,0.07957,0.01124,0.30149,0.87979,0.99869,1,0.995,0.88118,0.99869,1,0.995,0.995,0.55512,0.05685,0.00998,0.27882,0.84003,0.000152,0.000152,0.000152
30,2061.85,0.55461,0.08354,0.01123,0.30686,0.86854,0.99884,1,0.995,0.87415,0.99884,1,0.995,0.995,0.54393,0.05429,0.01002,0.27221,0.83787,8.6e-05,8.6e-05,8.6e-05
